,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
0,Maruti Alto,9,120000,0,0,0,19.7,796.0,46.3,5,120000
1,Hyundai Grand,5,20000,0,0,0,18.9,1197.0,82.0,5,550000
2,Hyundai i20,11,60000,0,0,0,17.0,1197.0,80.0,5,215000
3,Maruti Alto,9,37000,0,0,0,20.92,998.0,67.1,5,226000
4,Ford Ecosport,6,30000,1,1,0,22.77,1498.0,98.59,5,570000
5,Maruti Wagon R,8,35000,0,0,0,18.9,998.0,67.1,5,350000
6,Hyundai i10,8,40000,1,0,0,20.36,1197.0,78.9,5,315000
7,Maruti Wagon R,3,17512,1,0,0,20.51,998.0,67.04,5,410000
8,Hyundai Venue,2,20000,0,0,1,18.15,998.0,118.35,5,1050000
12,Maruti Swift,4,28321,1,0,0,16.6,1197.0,85.0,5,511000
14,Hyundai Verna,8,65278,1,1,0,22.32,1582.0,126.32,5,425000
15,Renault Duster,5,50000,0,1,0,19.64,1461.0,108.45,5,750000
16,Mini Cooper,4,6000,1,0,1,14.41,1998.0,182.25,5,1485000
17,Maruti Ciaz,5,76000,1,1,0,28.09,1248.0,88.5,5,650000
18,Maruti Swift,5,20000,0,1,0,25.2,1248.0,74.0,5,627000
19,Mercedes-Benz C-Class,7,65000,1,1,1,19.27,2143.0,170.0,5,1425000
20,Maruti Swift,7,62200,1,1,0,28.4,1248.0,74.0,5,425000
21,Toyota Innova,8,110000,0,1,0,12.99,2159.5,100.6,8,605000
22,Maruti Baleno,6,20000,0,0,0,21.4,1197.0,83.1,5,600000
23,Maruti Swift Dzire,5,40000,0,0,0,20.85,1197.0,83.14,5,575000
25,Volkswagen Vento,8,47000,1,0,0,16.09,1598.0,103.2,5,425000
26,Maruti Alto,8,25000,1,0,0,20.92,998.0,67.1,5,230000
27,Hyundai Creta,2,15000,0,1,0,19.67,1582.0,126.2,5,1225000
29,Honda City,6,50000,0,0,0,17.4,1497.0,117.3,5,750000
30,Mahindra Bolero,10,25000,0,1,0,13.6,2159.5,63.0,7,350000
31,Maruti Swift Dzire,6,90000,0,1,0,26.59,1248.0,74.0,5,600000
32,Maruti Swift Dzire,8,45000,1,1,0,26.59,1248.0,74.0,5,390000
33,Honda City,14,77253,1,0,0,17.7,1497.0,78.0,5,145000
34,Hyundai i20,3,25000,0,0,0,17.19,1197.0,81.86,5,700000
35,Toyota Fortuner,8,110000,0,1,0,13.0,2159.5,168.5,7,1150000
36,Renault KWID,4,30000,0,0,0,23.01,999.0,67.0,5,340000
37,Honda Amaze,5,39993,1,0,0,18.6,1199.0,88.76,5,465000
38,Hyundai Santro,12,80000,0,0,0,17.92,1086.0,62.1,5,125000
39,Mahindra XUV500,9,130000,0,1,0,15.1,2159.5,140.0,7,600000
40,Maruti Swift Dzire,8,90000,0,1,0,23.4,1248.0,74.0,5,380000
44,Hyundai i20,3,15000,0,1,0,22.54,1396.0,88.73,5,850000
45,Hyundai i20,3,40000,0,0,0,18.6,1197.0,81.83,5,598000
46,Honda City,6,31180,1,0,1,18.0,1497.0,117.3,5,700000
50,Maruti Swift Dzire,7,56000,1,1,0,23.4,1248.0,74.0,5,410000
53,Maruti Baleno,5,52427,1,0,1,21.4,1197.0,83.1,5,590000
54,Mahindra Bolero,1,40000,0,1,0,21.0,1498.0,74.96,7,850000
56,Mahindra KUV100,3,17000,0,0,0,18.15,1198.0,82.0,5,550000
58,Maruti Baleno,5,22000,1,0,0,15.4,1590.0,94.0,5,625000
59,Maruti Swift Dzire,5,54000,0,0,0,20.85,1197.0,83.14,5,600000
60,Maruti Wagon R,2,10000,0,0,0,20.51,998.0,67.04,5,445000
61,Maruti Ignis,2,20000,0,0,0,20.89,1197.0,81.8,5,530000
63,Maruti Wagon R,3,53237,2,2,0,26.6,998.0,58.16,5,410000
64,Datsun RediGO,3,27263,0,0,0,22.5,999.0,68.0,5,350000
66,Hyundai Verna,7,110000,0,1,0,22.32,1582.0,126.3,5,520000
67,Hyundai i20,5,70000,0,1,0,22.54,1396.0,88.73,5,750000
68,Maruti Swift Dzire,4,70000,0,1,0,26.59,1248.0,74.0,5,560000
71,Hyundai i20,2,39000,1,0,0,18.6,1197.0,81.83,5,655000
72,Hyundai Santro,14,56000,1,0,0,17.8,1086.0,63.0,5,125000
75,Hyundai i20,3,34000,0,0,0,18.6,1197.0,81.83,5,550000
76,Mahindra Scorpio,4,50000,0,1,0,15.4,1997.0,120.0,7,1150000
77,Volkswagen Vento,9,77400,0,1,0,20.54,1598.0,103.6,5,500000
78,Mahindra Marazzo,2,36000,0,1,0,17.3,1497.0,121.0,7,990000
79,Hyundai Verna,8,47876,1,1,0,25.0,1493.0,113.42,5,551000
80,Mahindra XUV500,3,21500,0,1,1,15.1,2159.5,152.87,7,1485000
81,Hyundai Grand,6,75000,1,1,0,24.0,1120.0,70.0,5,350000
82,Ford Aspire,4,58000,1,0,0,18.16,1196.0,86.8,5,500000
83,Maruti Swift Dzire,3,30000,0,0,0,21.21,1197.0,81.8,5,575000
84,Hyundai Grand,3,50000,0,1,0,24.0,1186.0,73.97,5,545000
85,Ford Figo,4,19093,2,0,0,18.16,1196.0,86.8,5,525000
86,Honda Amaze,7,50000,0,0,0,18.0,1198.0,86.7,5,400000
87,Maruti Wagon R,15,37000,1,0,0,14.0,1061.0,64.0,5,155000
89,Maruti Swift Dzire,5,47000,1,1,0,26.59,1248.0,74.0,5,545000
90,Honda City,8,70000,0,0,0,16.8,1497.0,116.3,5,545000
91,Renault KWID,5,25000,0,0,0,25.17,799.0,53.3,5,240000
92,Maruti Vitara,3,26000,1,1,0,24.3,1248.0,88.5,5,725000
93,Ford Aspire,4,30000,0,0,0,18.16,1196.0,86.8,5,480000
94,Hyundai i20,8,15000,0,0,0,18.5,1197.0,82.9,5,375000
95,Maruti Swift,10,130000,0,1,0,17.8,1248.0,75.0,5,225000
96,Tata Tiago,4,32100,0,0,0,23.84,1199.0,84.0,5,400000
97,Hyundai i20,5,22000,1,0,0,18.5,1197.0,82.9,5,550000
98,Mahindra Scorpio,5,44000,1,1,0,15.4,2159.5,120.0,7,1050000
99,Volkswagen Polo,5,78000,1,0,0,18.78,1198.0,74.0,5,450000
100,Mercedes-Benz C-Class,9,74352,1,0,1,11.74,1796.0,182.25,5,775000
101,Maruti Wagon R,7,37000,0,0,0,20.51,998.0,67.04,5,350000
102,Honda City,7,69000,1,1,0,25.1,1498.0,98.6,5,550000
103,Kia Seltos,2,12120,0,0,0,16.8,1497.0,113.4,5,1080000
104,Maruti Baleno,5,52000,1,0,0,21.01,1197.0,81.8,5,575000
105,Toyota Innova,5,120000,0,1,0,12.99,2159.5,100.6,8,950000
106,Maruti Alto,8,55000,0,0,0,22.74,796.0,47.3,5,230000
107,Hyundai i20,10,130000,0,1,0,21.9,1396.0,90.0,5,270000
109,Ford Figo,10,40000,0,0,0,15.6,1196.0,70.0,5,130000
110,Maruti Swift Dzire,9,46000,1,0,0,19.1,1197.0,85.8,5,370000
111,Maruti Baleno,4,25000,1,0,0,21.4,1197.0,83.1,5,570000
113,Volkswagen Polo,8,90000,1,1,0,22.07,1199.0,73.9,5,365000
114,Hyundai i20,9,49566,1,0,0,18.5,1197.0,82.85,5,280000
115,Hyundai Verna,3,14000,1,1,1,22.0,1582.0,126.2,5,1250000
116,Hyundai i20,5,11000,1,0,0,18.6,1197.0,81.83,5,590000
117,Maruti Celerio,3,5000,0,0,1,23.1,998.0,67.04,5,475000
118,Ford Ecosport,4,55000,1,1,0,23.0,1498.0,98.96,5,685000
119,Hyundai Verna,9,65000,1,1,1,19.08,1582.0,126.32,5,380000
120,Renault KWID,3,22000,0,0,0,23.01,999.0,67.0,5,330000
121,Maruti Baleno,3,7671,2,0,0,21.01,1197.0,81.8,5,650000
122,Maruti Wagon R,5,66000,0,0,0,20.51,998.0,67.04,5,325000
123,Maruti Swift Dzire,3,45156,1,0,1,21.21,1197.0,81.8,5,640000
124,Hyundai Venue,2,25000,0,0,0,18.27,998.0,118.35,5,949000
126,Hyundai Verna,6,120000,0,1,0,23.9,1582.0,126.2,5,660000
127,Maruti Swift,7,28000,1,0,0,16.1,1197.0,85.0,5,435000
128,Hyundai i20,8,55000,1,1,0,21.9,1396.0,88.76,5,385000
130,Hyundai Verna,2,14000,1,1,1,22.0,1582.0,126.2,5,1250000
132,Maruti Wagon R,12,98780,1,0,0,18.9,998.0,67.1,5,155000
133,Maruti Swift,6,58000,1,1,0,25.2,1248.0,74.0,5,415000
134,Maruti Alto,10,30000,0,0,0,20.92,998.0,67.1,5,251000
135,Mahindra Scorpio,5,46400,1,1,0,15.4,2159.5,120.0,7,1150000
136,Hyundai i10,7,32111,2,0,0,19.81,1086.0,68.05,5,310000
137,Datsun GO,6,35000,0,0,0,19.44,1198.0,67.0,7,350000
138,Mahindra Scorpio,4,30000,1,1,0,15.4,1997.0,120.0,7,1125000
139,BMW 5,5,63000,1,1,1,18.59,2159.5,182.25,5,1485000
141,Datsun GO,3,10000,0,0,0,20.62,1198.0,67.0,7,480000
142,Maruti Swift Dzire,4,25000,0,1,1,28.4,1248.0,74.02,5,850000
143,Hyundai Creta,4,102000,1,1,1,17.01,1582.0,126.2,5,1100000
144,Maruti Swift,3,35000,1,0,0,22.0,1197.0,81.8,5,575000
145,Maruti Swift Dzire,9,49948,1,0,0,17.5,1298.0,85.8,5,340000
147,Ford Ecosport,3,55000,0,1,0,23.0,1498.0,98.96,5,925000
148,Hyundai Grand,6,36000,1,0,0,18.9,1197.0,82.0,5,400000
150,Honda City,5,49625,1,0,0,17.8,1497.0,117.3,5,725000
151,Maruti Swift Dzire,7,35000,0,1,0,23.4,1248.0,74.0,5,600000
152,Mahindra Scorpio,8,95000,0,1,0,12.05,2159.5,120.0,8,550000
153,Ford Aspire,4,36000,1,1,0,25.83,1498.0,99.0,5,585000
154,Maruti Wagon R,2,50000,0,0,0,21.79,998.0,67.05,5,411000
155,Maruti Swift Dzire,6,26500,0,0,0,20.85,1197.0,83.14,5,450000
156,Honda CR-V,6,80000,1,0,1,13.7,1997.0,153.86,5,1290000
157,Volkswagen Polo,6,46000,1,0,0,16.47,1198.0,74.0,5,455000
158,Hyundai Grand,2,9000,0,0,0,20.7,1197.0,81.86,5,710000
161,Honda City,5,53000,1,0,0,16.8,1497.0,116.3,5,770000
164,Ford Endeavour,3,11387,0,1,1,10.91,2159.5,182.25,7,1485000
165,Honda Amaze,3,50000,0,1,0,25.8,1498.0,98.6,5,720000
166,Mahindra KUV,5,52000,1,1,0,25.32,1198.0,77.0,5,375000
168,Datsun GO,6,35000,0,0,0,19.44,1198.0,67.0,7,400000
169,Renault Duster,6,48000,0,1,0,19.87,1461.0,83.8,5,600000
170,Honda Jazz,3,18000,0,0,0,18.7,1199.0,88.7,5,600000
171,Maruti Wagon R,9,57413,0,3,0,14.4,998.0,61.7,5,270000
172,Hyundai i20,6,30000,0,0,0,18.6,1197.0,81.83,5,500000
173,Hyundai Verna,6,55000,1,1,0,23.9,1582.0,126.2,5,650000
176,Maruti Swift,3,10000,0,0,1,21.21,1197.0,81.8,5,660000
178,BMW 3,5,68000,1,1,1,22.69,1995.0,182.25,5,1485000
180,Kia Seltos,1,8000,1,0,0,16.8,1497.0,113.4,5,1275000
182,Maruti Swift,6,65000,1,1,0,28.4,1248.0,74.0,5,495000
186,Hyundai Grand,5,25000,0,0,0,18.9,1197.0,82.0,5,475000
189,Maruti Ciaz,6,70000,0,0,0,20.73,1373.0,91.1,5,530000
190,Tata Tiago,5,9500,0,0,0,23.84,1199.0,84.0,5,530000
191,Hyundai Verna,6,9100,0,0,0,17.01,1591.0,121.3,5,650000
193,Honda City,11,86000,1,0,0,17.0,1497.0,118.0,5,335000
195,Audi A4,8,78000,1,1,1,16.55,1968.0,147.51,5,1290000
196,Ford Figo,10,60000,0,1,0,20.0,1399.0,68.0,5,300000
197,Maruti Wagon R,2,7883,2,0,1,21.5,1197.0,81.8,5,550000
198,Maruti Swift Dzire,8,50205,2,1,0,23.4,1248.0,74.0,5,390000
199,Mahindra Bolero,13,130000,0,1,0,13.6,2159.5,63.0,7,260000
200,Tata Tigor,4,58000,1,1,0,24.7,1047.0,69.0,5,395000
201,Mahindra Scorpio,9,130000,0,1,0,12.05,2159.5,120.0,8,550000
202,Maruti Swift Dzire,3,15000,0,0,0,22.0,1197.0,81.8,5,650000
203,Maruti Swift,5,71245,1,1,0,28.4,1248.0,74.0,5,375000
207,Kia Seltos,2,7000,0,0,0,16.1,1353.0,138.0,5,1300000
208,Maruti Alto,3,20000,0,0,0,23.95,998.0,67.05,5,360000
209,Maruti Celerio,1,8700,0,0,0,21.63,998.0,67.04,5,505000
210,Maruti Alto,2,25000,0,0,0,24.7,796.0,47.3,5,310000
211,Hyundai i20,6,42000,1,0,0,18.6,1197.0,81.86,5,545000
214,Mahindra Bolero,15,120000,0,1,0,13.6,2159.5,63.0,7,150000
215,Maruti Baleno,3,50000,0,0,0,21.4,1197.0,83.1,5,580000
216,Maruti Wagon R,10,58000,0,0,0,18.9,998.0,67.1,5,250000
217,Hyundai Verna,4,36000,0,0,0,17.43,1396.0,105.5,5,650000
220,Maruti Ertiga,3,30000,0,1,0,25.47,1248.0,88.5,7,410000
221,Ford Ecosport,6,130000,1,1,0,22.77,1498.0,98.59,5,531000
222,Ford Ecosport,3,7500,0,1,0,23.0,1498.0,98.96,5,890000
223,Tata Safari,5,47227,1,1,0,14.0,2159.5,138.1,7,775000
224,Maruti Wagon R,3,52000,1,2,0,31.25,998.0,67.04,5,435000
225,Ford Figo,9,74000,1,1,0,20.0,1399.0,68.05,5,185000
226,Mahindra Bolero,10,47000,1,1,0,15.96,2159.5,62.1,7,440000
227,Hyundai i20,6,50000,0,0,0,18.6,1197.0,81.83,5,450000
228,Maruti Baleno,4,100000,0,0,0,21.4,1197.0,83.1,5,600000
229,Maruti Celerio,7,35000,0,0,0,23.1,998.0,67.04,5,320000
230,Hyundai i20,5,50000,0,1,0,21.19,1396.0,88.73,5,700000
231,Ford Aspire,3,10000,0,0,0,18.16,1196.0,86.8,5,630000
232,Maruti Alto,5,10370,0,0,0,22.74,796.0,47.3,5,320000
233,Honda City,8,62000,1,0,0,16.8,1497.0,116.3,5,465000
236,Hyundai i20,5,40000,0,0,0,18.6,1197.0,81.83,5,550000
237,Maruti Swift,4,60000,0,0,0,22.0,1197.0,81.8,5,445000
238,Tata Safari,8,67231,1,1,0,14.0,2159.5,138.1,7,705000
239,Maruti Wagon R,8,64000,1,2,0,31.25,998.0,67.04,5,270000
241,Honda City,7,63000,1,1,0,26.0,1498.0,98.6,5,475000
242,Toyota Fortuner,6,80000,0,1,0,12.55,2159.5,168.5,7,1485000
243,Honda City,10,55000,1,0,0,16.9,1497.0,100.0,5,350000
244,Hyundai i20,5,11000,1,0,0,18.6,1197.0,81.83,5,575000
246,Renault KWID,4,17000,0,0,0,23.01,999.0,67.0,5,360000
247,Maruti Alto,4,25000,0,0,0,24.7,796.0,47.3,5,275000
248,Datsun GO,5,33350,0,0,0,19.44,1198.0,67.0,7,320000
250,Hyundai Grand,6,62000,1,0,0,18.9,1197.0,82.0,5,370000
252,Maruti Swift Dzire,12,59000,0,0,0,17.5,1298.0,85.8,5,275000
254,Honda City,7,86113,1,0,0,17.4,1497.0,117.3,5,550000
256,Maruti Swift Dzire,3,10000,0,1,0,28.4,1248.0,74.02,5,750000
258,Maruti Wagon R,6,92537,0,0,0,20.51,998.0,67.04,5,272000
259,Maruti Ciaz,2,27645,1,1,0,28.09,1248.0,88.5,5,951000
260,Maruti Alto,8,46242,0,0,0,20.92,998.0,67.1,5,280000
262,Renault KWID,1,6000,0,0,0,22.3,799.0,53.26,5,450000
263,Hyundai i20,4,64000,1,0,0,18.6,1197.0,81.83,5,480000
264,Mahindra Scorpio,4,93000,1,1,0,15.4,1997.0,120.0,7,1060000
265,Maruti Alto,8,26200,1,0,0,22.74,796.0,47.3,5,235000
266,Maruti Baleno,4,25000,0,0,0,21.4,1197.0,83.1,5,590000
269,Toyota Fortuner,3,50000,1,1,1,12.9,2159.5,174.5,7,1485000
270,Hyundai Santro,13,80000,0,0,0,17.92,1086.0,62.1,5,110000
271,Mahindra Scorpio,14,110000,0,1,0,13.5,2159.5,115.0,5,280000
272,Audi A4,5,55000,1,0,1,17.84,1395.0,147.51,5,1485000
273,Honda City,3,25000,0,0,0,17.4,1497.0,117.3,5,750000
274,Hyundai Grand,6,36000,1,0,0,18.9,1197.0,81.86,5,400000
275,Maruti Swift Dzire,6,40000,0,1,0,26.59,1248.0,74.0,5,530000
276,Mahindra Thar,3,25000,0,1,0,16.55,2159.5,105.0,6,870000
277,Renault KWID,3,30038,1,0,0,25.17,799.0,53.3,5,295000
278,Tata Tiago,4,53000,0,1,0,27.28,1047.0,69.0,5,370000
279,Maruti Swift,3,5000,0,0,0,21.21,1197.0,81.8,5,530000
281,Renault KWID,4,35000,0,0,1,24.04,999.0,67.0,5,350000
282,Ford Ecosport,8,62000,1,1,0,22.7,1498.0,89.84,5,470000
283,Ford Aspire,6,42000,0,1,0,25.83,1498.0,99.0,5,390000
285,Mahindra Scorpio,6,80000,0,1,0,15.4,2159.5,120.0,7,920000
286,Mahindra XUV500,8,60000,0,1,0,15.1,2159.5,140.0,7,550000
287,Hyundai Verna,7,45000,0,1,0,22.32,1582.0,126.32,5,635000
288,Mahindra XUV500,4,50000,1,1,1,16.0,2159.5,140.0,7,1250000
289,Maruti Alto,3,12000,0,0,0,24.7,796.0,47.3,5,300000
290,Honda City,3,12000,0,0,1,18.0,1497.0,117.6,5,960000
291,Maruti Vitara,3,15000,0,1,0,24.3,1248.0,88.5,5,750000
292,Volkswagen Polo,10,63000,1,0,0,16.47,1198.0,73.9,5,249000
293,Tata Hexa,3,30000,0,1,0,17.6,2159.5,153.86,7,1400000
294,Ford Figo,10,130000,0,1,0,20.0,1399.0,68.0,5,250000
295,Hyundai Verna,7,120000,0,1,0,22.32,1582.0,126.32,5,610000
297,Ford Ecosport,5,78247,1,1,0,21.7,1498.0,98.96,5,545000
298,Hyundai Verna,8,113000,0,1,0,22.32,1582.0,126.3,5,480000
299,Hyundai i20,7,52000,1,0,0,18.6,1197.0,81.83,5,395000
300,Toyota Innova,9,109000,1,1,0,12.99,2159.5,100.6,7,495000
301,Hyundai Grand,4,90000,0,0,0,18.9,1197.0,82.0,5,470000
305,Volkswagen Polo,10,98000,1,1,0,22.07,1199.0,73.9,5,200000
306,Hyundai i20,5,20000,0,1,0,21.19,1396.0,88.73,5,699000
308,Maruti Wagon R,7,21717,0,0,0,20.51,998.0,67.04,5,340000
309,Renault Duster,7,40000,0,1,0,20.45,1461.0,83.8,5,500000
310,Honda City,4,50000,0,0,0,17.14,1497.0,117.6,5,1050000
311,Renault Duster,5,90000,0,1,0,19.6,1461.0,108.45,5,600000
313,Maruti Swift,4,27876,1,0,0,20.4,1197.0,81.8,5,491000
314,Land Rover Rover,5,56000,1,0,1,12.63,1999.0,177.0,5,1485000
315,Hyundai i10,13,57215,0,0,0,20.36,1197.0,78.9,5,160000
316,Hyundai Venue,2,5400,1,0,0,18.27,998.0,118.35,5,985000
317,Maruti Swift Dzire,7,60000,0,1,0,23.4,1248.0,74.0,5,500000
318,Tata Tiago,4,24800,0,0,0,23.84,1199.0,84.0,5,335000
319,Maruti Alto,16,70000,0,0,0,19.7,796.0,46.3,5,85000
321,Honda Jazz,3,20000,1,0,1,17.1,1199.0,88.51,5,740000
323,Maruti Swift,8,34553,1,0,0,22.0,1197.0,81.8,5,375000
324,Maruti Vitara,3,40000,0,1,0,24.3,1248.0,88.5,5,810000
325,Volkswagen Polo,11,130000,0,0,0,16.47,1198.0,73.9,5,173000
326,Maruti Vitara,4,50000,0,1,0,24.3,1248.0,88.5,5,700000
327,Mahindra KUV,5,70000,0,1,0,25.32,1198.0,77.0,6,310000
328,Mahindra Scorpio,4,120000,0,1,0,15.4,1997.0,120.0,7,850000
329,Hyundai i20,8,90000,0,1,0,22.54,1396.0,88.76,5,285000
330,Maruti Swift Dzire,7,120000,0,1,0,23.4,1248.0,74.0,5,450000
331,Hyundai Creta,4,80000,0,1,0,19.67,1582.0,126.2,5,1100000
333,Mahindra Scorpio,4,30000,0,1,0,15.4,1997.0,120.0,7,1080000
334,Honda City,7,66100,1,1,0,26.0,1498.0,98.6,5,530000
335,Maruti Swift Dzire,4,50000,0,1,0,28.4,1248.0,74.02,5,680000
336,Mahindra Scorpio,4,42000,1,1,0,15.4,1997.0,120.0,7,1025000
337,Hyundai i20,4,55000,0,0,0,18.6,1197.0,81.83,5,650000
338,Hyundai i10,9,110699,1,0,0,20.36,1197.0,78.9,5,194000
339,Maruti Baleno,2,5000,0,0,1,21.4,1197.0,83.1,5,686000
340,Maruti Alto,5,50000,0,0,0,22.74,796.0,47.3,5,200000
341,Maruti Swift Dzire,11,44000,1,0,0,19.1,1197.0,85.8,5,250000
342,Maruti Vitara,3,90000,0,1,0,24.3,1248.0,88.5,5,730000
343,Hyundai Verna,5,55000,1,0,0,17.01,1591.0,121.3,5,650000
344,Maruti Vitara,4,45000,1,1,0,24.3,1248.0,88.5,5,790000
345,Maruti Baleno,4,30000,0,0,0,21.4,1197.0,83.1,5,620000
346,Hyundai Verna,8,50000,0,0,0,17.01,1591.0,121.3,5,510000
347,Maruti Eeco,8,20000,0,0,0,15.37,1196.0,73.0,5,375000
349,Maruti Swift Dzire,4,19843,2,0,1,21.21,1197.0,81.8,5,620000
351,Ford Endeavour,10,30000,0,1,1,11.4,2159.5,153.86,7,950000
352,Toyota Innova,4,52300,1,1,0,13.68,2159.5,147.51,7,1450000
353,Honda City,5,40000,0,0,1,18.0,1497.0,117.3,5,845000
354,Maruti Swift Dzire,7,61500,1,1,0,23.4,1248.0,74.0,5,390000
355,Honda Amaze,6,59000,1,0,0,18.0,1198.0,86.7,5,395000
356,Hyundai Grand,3,40000,0,0,0,18.9,1197.0,81.86,5,450000
357,Audi A6,8,60000,0,1,1,17.68,1968.0,174.33,5,1485000
358,Hyundai Grand,8,61000,1,0,0,18.9,1197.0,82.0,5,325000
359,Mahindra KUV,5,70000,0,1,0,25.32,1198.0,77.0,6,350000
360,Mahindra XUV500,8,63000,1,1,0,15.1,2159.5,140.0,7,650000
361,Mercedes-Benz E-Class,9,58000,1,0,0,12.3,1796.0,182.25,5,1250000
364,Maruti Swift Dzire,4,22000,0,1,0,28.4,1248.0,74.02,5,750000
365,Honda City,11,57977,1,0,0,17.0,1497.0,118.0,5,299000
367,Land Rover Rover,3,13000,1,0,1,12.19,1997.0,182.25,4,1485000
368,Mini Cooper,9,67000,1,0,1,17.33,1998.0,182.25,4,1325000
369,Maruti Ertiga,7,48242,1,1,0,20.77,1248.0,88.76,7,524000
370,Ford Figo,9,68000,1,1,0,20.0,1399.0,68.05,5,169000
371,Maruti Ertiga,7,40000,0,1,0,20.77,1248.0,88.8,7,500000
372,Audi Q7,9,98000,1,1,1,12.07,2159.5,182.25,7,1485000
373,Maruti Swift Dzire,8,113450,0,1,0,23.4,1248.0,74.0,5,380000
374,Maruti Wagon R,3,80000,0,0,1,20.51,998.0,67.0,5,400000
375,Hyundai Santro,1,1000,1,0,1,20.3,1086.0,68.0,5,565000
376,Maruti Wagon R,6,20292,1,0,0,20.51,998.0,67.04,5,335000
377,Mahindra Scorpio,11,67900,1,1,0,12.05,2159.5,120.0,7,300000
379,Mahindra Scorpio,6,40000,1,1,0,15.4,1997.0,120.0,7,1051000
380,Hyundai Grand,4,60000,0,1,0,24.0,1186.0,73.97,5,510000
381,Renault KWID,3,25000,0,0,1,24.04,999.0,67.0,5,370000
382,Maruti Wagon R,15,70000,0,0,0,18.9,998.0,67.1,5,200000
383,Maruti Baleno,3,21000,0,1,0,27.39,1248.0,74.0,5,625000
384,Mahindra Scorpio,3,39000,1,1,0,16.36,2159.5,140.0,7,1290000
385,Hyundai Creta,4,30000,1,0,0,15.8,1591.0,121.3,5,890000
386,Hyundai Verna,9,61000,1,1,0,22.32,1582.0,126.3,5,420000
387,Maruti Swift,4,5743,2,0,0,20.4,1197.0,83.11,5,500000
389,Hyundai Grand,3,24200,0,0,0,18.9,1197.0,81.86,5,600000
390,Maruti Baleno,4,57000,0,1,0,27.39,1248.0,74.0,5,590000
391,Hyundai i10,10,58000,1,0,0,20.36,1197.0,78.9,5,190000
392,Datsun GO,4,15000,0,0,0,19.44,1198.0,67.0,7,500000
393,Maruti Celerio,4,10000,0,0,0,23.1,998.0,67.04,5,450000
396,Mahindra XUV500,6,100000,0,1,0,15.1,2159.5,140.0,7,650000
397,BMW Z4,1,2000,1,0,1,11.29,2159.5,182.25,2,1485000
398,Maruti Wagon R,1,10000,0,0,0,20.52,1197.0,81.8,5,500000
400,Maruti Alto,12,43000,0,0,0,19.7,796.0,46.3,5,140000
401,Honda Amaze,8,64000,1,2,0,18.0,1198.0,86.7,5,349000
402,Maruti Wagon R,7,30000,0,0,0,20.51,998.0,67.06,5,325000
403,Honda City,7,63000,1,0,0,17.8,1497.0,117.3,5,435000
404,Maruti Celerio,3,28000,1,2,0,31.25,998.0,58.33,5,455000
405,Land Rover Rover,3,25000,0,0,1,9.17,2159.5,182.25,7,1485000
406,Honda City,4,32226,1,0,0,17.8,1497.0,117.3,5,755000
410,Maruti Alto,7,65000,0,0,0,23.95,998.0,67.05,5,245000
411,Kia Seltos,2,14000,1,1,0,20.8,1493.0,113.4,5,1350000
414,Renault KWID,3,15000,0,0,1,24.04,999.0,67.0,5,310000
416,BMW 6,3,30000,0,0,1,14.28,1998.0,182.25,4,1485000
418,Maruti Swift Dzire,3,32000,1,1,0,19.3,1248.0,73.9,5,675000
419,Maruti Wagon R,2,30000,0,0,0,20.52,1197.0,81.8,5,500000
420,Hyundai i10,11,25000,0,0,0,20.36,1197.0,78.9,5,300000
421,Mahindra Scorpio,5,35000,0,1,1,15.4,2159.5,120.0,7,1450000
422,Mahindra Scorpio,8,130000,0,1,0,12.05,2159.5,120.0,8,530000
423,Ford Ecosport,7,65597,2,1,0,22.7,1498.0,89.84,5,575000
424,Hyundai i20,4,35000,0,0,0,18.6,1197.0,81.83,5,550000
425,Maruti Ciaz,7,130000,0,1,0,26.21,1248.0,88.5,5,500000
426,Maruti Baleno,1,7124,0,0,0,21.01,1197.0,81.8,5,643000
427,Ford Ecosport,2,15000,0,0,0,18.1,999.0,123.24,5,1000000
430,Hyundai Grand,5,34000,0,0,0,18.9,1197.0,82.0,5,550000
432,Volkswagen Vento,10,130000,0,1,0,20.54,1598.0,103.6,5,300000
433,Tata Tigor,3,40000,0,0,0,20.3,1199.0,84.0,5,470000
434,Honda City,7,77000,1,1,0,26.0,1498.0,98.6,5,525000
435,Datsun GO,4,15000,0,0,0,19.44,1198.0,67.0,7,469000
436,Maruti Alto,9,60000,0,0,0,20.92,998.0,67.1,5,210000
437,Maruti Alto,8,120000,0,0,0,22.74,796.0,47.3,5,200000
438,Renault KWID,2,2500,0,0,0,23.01,999.0,67.0,5,400000
439,Jaguar XF,8,50000,1,1,1,16.36,2159.5,182.25,5,1485000
440,Maruti Celerio,5,46500,0,0,0,23.1,998.0,67.04,5,340000
441,Maruti Alto,16,5000,0,0,0,19.7,796.0,46.3,5,95000
443,Maruti Swift,9,68000,0,1,0,22.9,1248.0,74.0,5,381000
444,Mercedes-Benz C-Class,10,45000,1,1,1,14.94,2143.0,182.25,5,775000
445,Maruti Swift Dzire,4,20000,0,1,0,28.4,1248.0,74.02,5,700000
446,Maruti Ciaz,4,106000,1,1,0,28.09,1248.0,88.5,5,675000
447,Honda City,6,28000,1,0,1,18.0,1497.0,117.3,5,670000
448,Mahindra XUV500,3,50000,0,1,0,16.0,2159.5,140.0,7,1050000
