,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
18458,Maruti Alto,1,10000,0,0,0,22.05,796.0,47.3,5,350000
18459,Hyundai i10,5,25000,1,0,0,19.81,1086.0,68.05,5,395000
18460,BMW 3,7,40000,0,1,1,18.88,1995.0,182.25,5,1485000
18461,Maruti Swift Dzire,4,42000,1,0,0,22.0,1197.0,81.8,5,575000
18462,Tata Tiago,2,16000,0,0,0,23.84,1199.0,84.0,5,539000
18465,Hyundai Verna,11,25000,0,1,0,16.2,1493.0,110.0,5,300000
18467,Maruti Celerio,4,54202,2,0,1,23.1,998.0,67.04,5,435000
18468,Volkswagen Polo,6,7000,1,0,0,16.47,1198.0,74.0,5,625000
18469,Ford Ecosport,7,74300,1,0,1,16.5,1499.0,110.0,5,649000
18471,Maruti Swift,5,110000,0,1,0,25.2,1248.0,74.0,5,530000
18472,Volkswagen Polo,4,59894,1,0,0,16.2,1199.0,74.0,5,543000
18473,Honda Amaze,6,77000,1,1,0,25.8,1498.0,98.6,5,465000
18474,Hyundai i20,10,40434,1,0,0,17.0,1197.0,80.0,5,450000
18475,Skoda Rapid,6,100000,1,0,0,15.0,1598.0,103.52,5,485000
18476,Hyundai Grand,2,13900,0,0,0,18.9,1197.0,81.86,5,590000
18477,Honda City,13,43639,1,0,1,12.0,1493.0,100.0,5,300000
18478,Maruti Alto,10,72000,1,0,0,20.92,998.0,67.1,5,260000
18480,Ford Figo,8,60000,0,1,0,20.0,1399.0,68.1,5,250000
18481,Hyundai i10,8,25981,1,0,0,20.36,1197.0,78.9,5,399000
18482,Volkswagen Polo,6,58111,1,1,0,20.14,1498.0,88.0,5,635000
18483,Jaguar XF,5,28000,1,1,1,19.33,1999.0,177.0,5,1485000
18484,Hyundai Creta,6,60000,1,1,0,19.67,1582.0,126.2,5,910000
18486,Hyundai i10,9,50000,0,0,0,20.36,1197.0,78.9,5,350000
18488,Skoda Rapid,7,130000,0,0,0,15.0,1598.0,103.52,5,570000
18489,Maruti Alto,6,39949,1,0,1,23.95,998.0,67.05,5,375000
18490,Maruti Alto,10,19600,0,0,0,19.7,796.0,46.3,5,190000
18491,BMW 5,5,45000,1,1,1,14.69,2159.5,182.25,5,1485000
18492,Skoda Superb,11,95000,1,0,0,13.1,1798.0,157.8,5,300000
18493,Hyundai i20,2,18000,0,0,0,18.6,1197.0,81.86,5,700000
18495,Toyota Innova,3,44000,1,1,1,11.36,2159.5,171.5,7,1485000
18496,Hyundai Grand,4,37712,1,0,1,18.9,1197.0,81.86,5,600000
18498,Maruti Swift Dzire,6,58904,1,0,0,22.0,1197.0,81.8,5,475000
18499,Hyundai Grand,2,15000,1,0,0,18.9,1197.0,81.86,5,550000
18500,Skoda Octavia,3,17000,1,0,1,15.1,1798.0,178.0,5,1485000
18501,Maruti Ciaz,4,44771,1,0,0,28.09,1373.0,91.1,5,800000
18502,Skoda Rapid,8,42605,1,0,0,15.0,1598.0,103.5,5,520000
18503,Hyundai i20,5,50000,1,0,0,18.6,1197.0,81.83,5,530000
18504,Tata Hexa,4,60000,0,1,1,17.6,2159.5,153.86,7,1350000
18505,Maruti Swift,11,78000,1,1,0,28.4,1248.0,74.0,5,255000
18506,Mahindra Scorpio,7,98000,1,1,0,12.05,2159.5,120.0,8,745000
18507,Toyota Innova,7,130000,0,1,0,12.99,2159.5,100.6,7,1000000
18508,Toyota Camry,6,64000,1,4,1,19.16,2159.5,157.7,5,1485000
18509,Maruti Swift,5,100000,0,1,0,25.2,1248.0,74.0,5,600000
18510,Hyundai i20,7,69000,1,1,0,22.54,1396.0,88.73,5,599000
18511,Honda Amaze,5,30685,1,1,0,24.7,1498.0,98.63,5,725000
18513,Hyundai Verna,7,10000,0,0,0,17.43,1396.0,105.5,5,600000
18514,Maruti Swift Dzire,9,130000,0,1,0,19.3,1248.0,73.9,5,450000
18515,Maruti Ciaz,5,62563,1,1,0,28.09,1248.0,88.5,5,750000
18516,Hyundai i20,4,49000,1,0,0,18.6,1197.0,81.83,5,664000
18517,Jaguar XF,6,49400,1,1,1,19.33,1999.0,177.0,5,1485000
18520,Toyota Innova,10,129238,1,1,0,12.8,2159.5,102.0,7,925000
18521,Maruti Swift Dzire,3,120000,0,1,0,28.4,1248.0,74.02,5,600000
18522,Maruti Swift,12,98206,1,1,0,17.8,1248.0,75.0,5,335000
18523,Maruti Vitara,4,22000,1,1,0,24.3,1248.0,88.5,5,955000
18524,Jeep Compass,4,59500,1,1,0,17.1,1956.0,170.0,5,1365000
18525,Hyundai Elantra,9,78000,1,1,1,19.5,1582.0,126.24,5,745000
18526,BMW X3,7,65000,1,1,1,18.56,1995.0,182.25,5,1485000
18528,Ford Ecosport,3,32387,1,1,0,22.77,1498.0,98.59,5,965000
18530,Maruti Swift Dzire,8,45000,1,1,0,28.4,1248.0,74.02,5,625000
18531,Maruti Ciaz,2,10000,1,0,1,20.28,1462.0,103.25,5,910000
18532,BMW X5,5,48000,1,1,1,15.97,2159.5,182.25,5,1485000
18533,Ford Ecosport,5,40000,1,0,1,15.63,1499.0,110.4,5,775000
18535,Maruti Wagon R,8,63000,1,0,0,21.79,998.0,67.05,5,330000
18536,Hyundai Verna,6,28789,1,0,0,17.01,1591.0,121.3,5,625000
18537,Maruti Ciaz,6,45000,1,0,0,20.73,1373.0,91.1,5,540000
18538,Hyundai Verna,8,60000,0,0,0,17.01,1591.0,121.3,5,420000
18539,Renault KWID,4,36628,1,0,0,23.01,999.0,67.0,5,420000
18540,Renault Duster,9,103500,1,1,0,19.01,1461.0,108.45,5,475000
18541,Maruti Swift,7,53800,0,1,0,25.2,1248.0,74.0,5,585000
18542,Skoda Superb,7,59000,1,1,1,17.2,1968.0,138.03,5,1250000
18543,Honda City,12,61000,1,0,1,16.8,1497.0,118.0,5,310000
18544,Audi A4,9,80000,1,1,1,16.55,1968.0,140.0,5,1475000
18546,BMW 5,8,72000,0,1,1,17.09,1995.0,182.25,5,1485000
18547,Hyundai Grand,6,21000,1,0,0,18.9,1197.0,82.0,5,505000
18548,Hyundai Elantra,7,77000,1,1,1,19.5,1582.0,126.24,5,795000
18549,Maruti Baleno,4,26000,1,0,0,21.4,1197.0,83.1,5,785000
18551,Maruti Swift Dzire,7,60000,0,0,0,19.1,1197.0,85.8,5,560000
18552,Hyundai i20,11,120000,0,0,0,17.0,1197.0,80.0,5,325000
18554,Ford Figo,10,35000,0,0,0,15.6,1196.0,70.0,5,175000
18555,Maruti Alto,15,110000,0,0,0,19.7,796.0,46.3,5,125000
18556,Hyundai Creta,6,40000,1,1,0,21.38,1396.0,88.7,5,860000
18557,Ford Ecosport,6,55524,1,1,0,22.77,1498.0,98.59,5,745000
18559,Hyundai i20,4,52000,0,1,0,22.54,1396.0,88.73,5,550000
18561,Toyota Innova,11,120000,0,1,0,12.8,2159.5,102.0,8,500000
18562,Ford Figo,9,70000,0,1,0,20.0,1399.0,68.0,5,225000
18564,Maruti Celerio,6,40000,1,0,0,21.63,998.0,67.04,5,335000
18566,Ford Ecosport,5,66000,0,1,0,22.77,1498.0,98.59,5,800000
18567,Maruti Eeco,5,37000,1,2,0,15.1,1196.0,73.0,5,285000
18568,Maruti Wagon R,4,16000,0,0,0,20.51,998.0,67.04,5,425000
18571,Maruti Swift,9,40000,0,1,0,22.9,1248.0,74.0,5,430000
18572,Maruti Wagon R,6,65000,1,0,1,21.79,998.0,67.05,5,550000
18573,BMW 7,14,85000,1,1,1,16.46,2159.5,182.25,5,1050000
18576,Hyundai i20,7,40000,1,0,1,15.0,1396.0,98.6,5,540000
18577,Maruti Ciaz,6,130000,0,1,0,28.09,1248.0,88.5,5,750000
18578,Toyota Innova,10,66000,1,1,0,12.8,2159.5,102.0,7,750000
18579,Volkswagen Polo,9,55252,1,1,0,22.07,1199.0,73.9,5,375000
18580,Maruti Ciaz,5,80000,1,1,0,28.09,1248.0,88.5,5,720000
18581,Ford Ecosport,5,76000,0,1,0,22.77,1498.0,98.59,5,725000
18582,Renault Duster,5,40000,0,1,0,19.87,1461.0,83.8,5,575000
18584,Hyundai Grand,6,16560,0,0,0,18.9,1197.0,82.0,5,340000
18586,Honda City,6,90000,0,1,0,25.1,1498.0,98.6,5,650000
18587,Maruti Swift,13,110000,0,1,0,17.8,1248.0,75.0,5,125000
18588,Maruti Swift,9,43000,0,0,0,18.6,1197.0,85.8,5,400000
18589,Hyundai i20,3,25000,0,0,0,18.6,1197.0,81.83,5,770000
18590,Maruti Swift Dzire,7,90000,1,1,0,19.3,1248.0,73.9,5,410000
18592,BMW 3,7,118000,1,1,1,19.62,1995.0,182.25,5,1485000
18593,Hyundai Elantra,8,77000,0,1,0,22.7,1582.0,126.24,5,600000
18596,Volkswagen Polo,2,45000,1,0,0,17.74,999.0,75.1,5,650000
18597,Hyundai Creta,6,79828,1,1,1,17.01,1582.0,126.2,5,1060000
18598,Maruti Baleno,2,7801,1,0,0,21.01,1197.0,81.8,5,800000
18600,Honda WR-V,4,33456,1,1,0,25.5,1498.0,98.6,5,850000
18601,Honda City,6,87000,1,1,0,26.0,1498.0,98.6,5,525000
18602,Maruti Swift,8,68000,1,1,0,17.8,1248.0,75.0,5,395000
18603,Maruti Swift,10,22000,1,1,0,28.4,1248.0,74.0,5,425000
18604,Skoda Rapid,4,105000,1,1,1,21.72,1498.0,108.6,5,875000
18605,Mahindra XUV500,5,46100,0,1,0,16.0,2159.5,140.0,7,1050000
18606,Renault KWID,3,16000,1,0,1,24.04,999.0,67.0,5,465000
18607,Renault KWID,1,10000,0,0,0,23.01,999.0,67.0,5,470000
18608,Maruti Baleno,3,10001,1,0,1,21.4,1197.0,83.1,5,759000
18609,Hyundai Santro,10,49000,1,0,0,17.92,1086.0,62.1,5,195000
18610,Maruti Ertiga,6,94000,1,1,0,25.47,1248.0,88.5,7,699000
18611,Maruti Baleno,5,26208,1,0,0,21.01,1197.0,81.8,5,575000
18613,Honda Amaze,3,78000,1,1,0,24.7,1498.0,98.63,5,600000
18614,Maruti Alto,9,52000,1,0,0,24.7,796.0,47.3,5,195000
18616,Maruti Ertiga,6,75000,1,1,0,25.47,1248.0,88.5,7,650000
18617,Hyundai Grand,3,58000,0,0,1,18.9,1197.0,81.86,5,440000
18618,Maruti Celerio,6,52000,1,0,1,23.1,998.0,67.04,5,450000
18619,Toyota Fortuner,10,130000,1,1,0,11.5,2159.5,171.0,7,1050000
18621,Maruti Vitara,5,20000,1,1,0,24.3,1248.0,88.5,5,850000
18624,Maruti Ciaz,6,41348,1,1,0,26.21,1248.0,88.5,5,650000
18625,Volkswagen Polo,5,49000,1,0,0,16.2,1199.0,74.0,5,575000
18626,Tata Tiago,4,25000,0,0,1,23.84,1199.0,83.83,5,520000
18627,BMW 3,7,88000,1,1,1,18.88,1995.0,182.25,5,1485000
18628,BMW 5,4,32000,1,1,1,22.48,1995.0,182.25,5,1485000
18629,Maruti Vitara,5,20000,0,1,0,24.3,1248.0,88.5,5,900000
18630,Honda Jazz,3,15000,1,1,0,27.3,1498.0,98.6,5,700000
18631,Maruti Swift,3,18600,0,0,0,22.0,1197.0,81.8,5,520000
18632,Audi A4,9,85250,1,1,1,16.55,1968.0,140.0,5,1295000
18633,Maruti Baleno,3,60000,0,0,0,21.4,1197.0,83.1,5,710000
18634,Land Rover Rover,7,61000,1,1,1,12.65,2159.5,182.25,5,1485000
18635,Volkswagen Polo,4,26000,1,0,0,16.47,1198.0,74.0,5,680000
18636,Volkswagen Polo,5,72000,1,1,0,20.14,1498.0,88.0,5,650000
18637,Hyundai Verna,6,72600,0,0,0,17.01,1591.0,121.4,5,525000
18638,Renault KWID,5,14183,1,0,0,22.3,799.0,53.26,5,395000
18641,Maruti Swift,7,14800,1,0,0,21.21,1197.0,81.8,5,495000
18642,BMW 5,1,15000,1,1,1,18.59,2159.5,182.25,5,1485000
18643,Hyundai i10,11,90000,0,0,0,20.36,1197.0,78.9,5,150000
18644,Jaguar XF,9,105000,1,1,1,14.74,2159.5,182.25,5,1485000
18645,Honda City,5,77694,1,0,0,17.8,1497.0,117.3,5,795000
18647,Toyota Fortuner,5,32000,1,1,0,14.24,2159.5,174.5,7,1485000
18649,Honda Civic,12,76000,1,0,1,13.9,1799.0,130.2,5,325000
18651,Honda Amaze,3,60000,0,1,0,25.8,1498.0,98.6,5,667000
18652,Skoda Rapid,3,17000,1,0,0,15.0,1598.0,103.5,5,775000
18654,Maruti Wagon R,10,90000,0,2,0,26.2,998.0,58.2,5,280000
18655,Audi A6,5,35000,1,1,1,18.53,1968.0,182.25,5,1485000
18656,Maruti Ertiga,5,57000,1,1,0,24.52,1248.0,88.5,7,590000
18657,Honda Civic,13,90000,0,0,1,12.9,1799.0,130.0,5,500000
18658,Mahindra Bolero,10,75000,1,1,0,13.6,2159.5,63.0,7,350000
18660,Hyundai Creta,6,59000,1,1,0,20.5,1582.0,126.2,5,790000
18661,Maruti Wagon R,12,26000,0,0,0,18.9,998.0,67.1,5,150000
18663,Hyundai Santro,14,44000,1,0,0,17.92,1086.0,62.1,5,245000
18665,Hyundai Verna,2,28000,0,1,0,22.0,1582.0,126.2,5,1080000
18667,Maruti Swift,4,19000,1,0,0,20.4,1197.0,81.8,5,625000
18668,Land Rover Rover,8,51000,1,1,1,12.7,2159.5,182.25,5,1485000
18669,Maruti Swift Dzire,9,112000,0,1,0,23.4,1248.0,74.0,5,550000
18670,Maruti Vitara,4,61000,1,1,0,24.3,1248.0,88.5,5,945000
18671,Maruti Ciaz,5,60000,1,1,0,28.09,1248.0,88.5,5,730000
18672,Maruti Baleno,3,15000,1,0,1,21.4,1197.0,83.1,5,775000
18673,Hyundai Grand,7,24000,1,0,1,18.9,1197.0,81.86,5,455000
18674,Toyota Innova,4,43000,0,1,0,13.68,2159.5,147.8,7,1375000
18675,Hyundai i20,4,34004,1,0,0,18.6,1197.0,81.83,5,690000
18676,Toyota Yaris,3,17000,1,0,0,17.18,1496.0,105.94,5,1025000
18678,Hyundai Grand,6,19526,1,0,0,18.9,1197.0,81.86,5,540000
18679,Toyota Innova,11,130000,0,1,0,12.8,2159.5,102.0,8,480000
18680,Maruti Swift Dzire,3,14506,1,0,1,22.0,1197.0,81.8,5,765000
18681,Maruti Baleno,2,25000,0,0,0,21.4,1197.0,83.1,5,736000
18682,Maruti Wagon R,7,70000,0,0,0,20.51,998.0,67.04,5,325000
18685,Volkswagen Polo,10,63000,1,0,0,16.47,1198.0,73.9,5,250000
18686,Maruti Swift Dzire,5,63581,1,0,0,20.85,1197.0,83.14,5,575000
18689,Hyundai i10,11,100000,1,0,0,20.36,1197.0,78.9,5,170000
18690,Skoda Rapid,8,85500,0,1,0,20.5,1598.0,103.5,5,270000
18691,Volkswagen Polo,5,78000,1,0,1,17.21,1197.0,103.5,5,725000
18692,Maruti Ertiga,6,35020,1,1,0,24.2,1498.0,93.87,7,740000
18693,Hyundai i10,11,68000,1,0,1,16.95,1197.0,78.9,5,325000
18694,Hyundai Grand,2,10000,0,0,0,18.9,1197.0,81.86,5,540000
18695,Maruti Wagon R,12,20000,0,0,0,18.9,1061.0,67.0,5,200000
18696,Maruti Ignis,3,10503,2,0,1,20.89,1197.0,81.8,5,535000
18697,Honda City,4,12729,1,0,0,17.14,1497.0,117.6,5,1138000
18698,Mahindra KUV,5,72643,1,1,0,25.32,1198.0,77.0,5,475000
18699,Maruti Wagon R,6,25000,0,0,0,20.51,998.0,67.06,5,375000
18700,Honda City,15,89000,1,0,0,17.7,1497.0,78.0,5,135000
18701,Hyundai Creta,4,7900,1,0,0,15.29,1591.0,121.3,5,1175000
18702,Mercedes-Benz C-Class,4,45425,1,1,1,19.27,2143.0,167.62,5,1485000
18703,Volkswagen Polo,6,95000,1,1,0,20.14,1498.0,88.8,5,555000
18704,Hyundai Verna,9,100000,0,1,0,22.32,1582.0,126.3,5,400000
18705,Hyundai Grand,2,10000,0,0,0,18.9,1197.0,81.86,5,530000
18706,Maruti Alto,9,25000,0,0,0,20.92,998.0,67.1,5,270000
18707,Volkswagen Vento,8,110000,0,1,0,20.54,1598.0,103.6,5,350000
18708,Honda Jazz,4,30000,1,0,0,18.7,1199.0,88.7,5,550000
18709,Audi A8,11,30000,1,0,1,8.5,2159.5,182.25,5,1485000
18711,Maruti Ertiga,4,63000,0,1,0,24.52,1248.0,88.5,7,750000
18713,Renault Duster,5,43811,1,1,0,19.87,1461.0,83.8,5,890000
18714,Hyundai i20,6,56490,1,1,0,22.54,1396.0,88.73,5,525000
18715,Maruti Alto,7,19000,1,0,0,22.74,796.0,47.3,5,325000
18716,Hyundai i20,11,100000,0,0,0,17.0,1197.0,80.0,5,200000
18717,Volkswagen Polo,7,78000,1,1,0,20.14,1498.0,88.8,5,450000
18718,Honda City,9,58000,1,0,0,17.0,1497.0,118.0,5,575000
18724,Maruti Wagon R,12,70000,0,0,0,18.9,1061.0,67.0,5,134000
18725,Hyundai Grand,5,27471,1,0,1,18.9,1197.0,82.0,5,480000
18727,Toyota Innova,8,75000,1,1,0,12.8,2159.5,102.0,7,650000
18728,Volkswagen Polo,9,104233,1,1,0,22.07,1199.0,73.9,5,380000
18731,Maruti Ertiga,7,51000,1,0,0,16.02,1373.0,93.7,7,625000
18733,Hyundai i10,8,71236,1,0,0,20.36,1197.0,78.9,5,310000
18735,Maruti Ciaz,3,21052,2,0,1,19.12,1373.0,91.1,5,885000
18736,Volkswagen Vento,7,68000,0,0,0,15.04,1598.0,103.2,5,440000
18737,Maruti Wagon R,3,40000,0,0,0,20.51,998.0,67.04,5,430000
18738,Maruti Vitara,5,90000,0,1,0,24.3,1248.0,88.5,5,735000
18739,ISUZU MUX,4,47000,1,1,1,13.8,2159.5,175.0,7,1485000
18740,Hyundai Grand,4,9687,1,0,0,18.9,1197.0,82.0,5,560000
18741,Maruti Swift Dzire,8,80000,0,1,0,23.4,1248.0,74.0,5,400000
18742,Maruti Celerio,5,25000,0,0,1,23.1,998.0,67.04,5,480000
18743,Mercedes-Benz C-Class,5,44000,1,1,1,19.27,2143.0,167.62,5,1485000
18744,Tata Nexon,2,20000,0,0,0,17.0,1198.0,108.5,5,675000
18745,Maruti Swift Dzire,5,50000,1,1,0,26.59,1248.0,74.0,5,655000
18748,Volkswagen Vento,9,56527,1,0,0,15.04,1598.0,103.6,5,500000
18749,Maruti Dzire VXI,1,10000,0,0,0,23.26,1197.0,88.5,5,550000
18750,Honda City,5,56210,1,0,0,17.8,1497.0,117.3,5,715000
18753,Maruti Alto,12,80000,0,0,0,19.7,796.0,46.3,5,215000
18754,Toyota Yaris,3,17000,1,0,0,17.18,1496.0,105.94,5,1000000
18755,Honda Jazz,9,57000,1,0,0,16.7,1198.0,88.8,5,325000
18758,Ford Ecosport,3,30000,0,1,0,23.0,1498.0,98.96,5,765000
18759,Volkswagen Polo,3,36000,1,1,0,20.14,1498.0,88.0,5,790000
18760,Hyundai i20,2,16000,1,0,0,18.6,1197.0,81.83,5,660000
18761,Mercedes-Benz E-Class,15,78000,1,0,1,10.5,1796.0,157.7,5,500000
18762,Maruti Swift Dzire,4,35000,1,1,1,28.4,1248.0,74.0,5,825000
18763,Renault Duster,4,40000,0,0,1,14.99,1498.0,104.5,5,900000
18764,Honda Amaze,8,28802,1,0,1,15.5,1198.0,86.7,5,450000
18765,Hyundai i10,11,40685,1,0,0,20.36,1197.0,78.9,5,270000
18766,Honda Jazz,6,55937,1,0,0,18.7,1199.0,88.7,5,635000
18767,Skoda Superb,9,81131,1,1,0,17.2,1968.0,138.1,5,630000
18768,Honda CR-V,17,87000,1,0,1,13.7,1997.0,153.86,5,450000
18769,Maruti Celerio,5,40775,1,0,0,23.1,998.0,67.04,5,445000
18770,Audi A6,8,45000,1,1,1,17.68,1968.0,174.33,5,1390000
18771,Tata Nexon,3,70000,0,1,0,21.5,1497.0,108.5,5,733000
18772,Mercedes-Benz E-Class,3,25550,1,1,1,10.0,2148.0,170.0,5,1485000
18773,Hyundai Creta,4,100000,0,1,0,21.38,1396.0,88.7,5,800000
18775,Maruti Swift,5,50000,1,1,0,25.2,1248.0,74.0,5,640000
18776,Hyundai Venue,2,9500,1,1,0,23.7,1396.0,88.7,5,1075000
18777,Toyota Innova,6,70000,0,1,0,12.99,2159.5,100.6,7,1485000
18778,Hyundai i20,8,74947,1,0,0,18.5,1197.0,82.9,5,495000
18779,Hyundai Grand,6,5000,0,0,0,18.9,1197.0,82.0,5,399000
18780,Maruti S-Presso,1,5000,0,0,0,21.7,998.0,67.0,5,550000
18781,Hyundai Grand,5,45000,1,0,0,18.9,1197.0,82.0,5,550000
18782,Hyundai i20,5,64500,0,1,0,22.54,1396.0,88.73,5,749000
18783,Maruti Swift Dzire,6,70000,0,1,0,26.59,1248.0,74.0,5,500000
18784,Toyota Innova,4,54226,1,1,0,13.68,2159.5,147.8,7,1485000
18787,Tata Nexon,2,10000,0,0,1,17.0,1198.0,108.5,5,700000
18788,Jaguar XF,9,110000,1,1,1,14.74,2159.5,182.25,5,1485000
18790,Maruti Wagon R,7,67532,1,2,0,26.6,998.0,58.16,5,315000
18793,Audi A6,11,86000,1,1,1,12.4,2159.5,179.5,5,1100000
18794,Volkswagen Vento,8,100000,1,1,0,20.34,1498.0,103.2,5,399000
18796,Hyundai Grand,2,1200,1,0,0,18.9,1197.0,81.86,5,611000
18797,Maruti Swift,3,15000,0,0,0,22.0,1197.0,81.8,5,729000
18798,Hyundai Verna,4,32200,1,0,1,17.1,1591.0,121.4,5,945000
18799,Volkswagen Polo,5,31000,1,0,0,16.47,1198.0,74.0,5,685000
18800,Maruti Swift,8,90000,1,1,0,22.9,1248.0,74.0,5,525000
18801,Honda City,11,90000,0,0,0,17.0,1497.0,118.0,5,300000
18802,Maruti Celerio,5,100000,0,0,1,23.1,998.0,67.04,5,400000
18805,Ford Figo,8,46584,1,0,0,15.6,1196.0,70.0,5,325000
18807,Maruti Ciaz,5,62000,1,1,0,28.09,1248.0,88.5,5,725000
18809,Hyundai Verna,8,81000,1,0,1,17.1,1591.0,121.4,5,425000
18810,Maruti Ciaz,3,33000,1,0,1,19.12,1373.0,91.1,5,945000
18813,Honda Amaze,2,18005,1,0,1,18.1,1199.0,88.7,5,785000
18814,Hyundai i10,9,15000,0,0,0,20.36,1197.0,78.9,5,220000
18815,BMW 5,5,48530,1,1,1,18.12,1995.0,182.25,5,1485000
18817,Honda City,12,63000,0,0,0,17.0,1497.0,118.0,5,260000
18819,Land Rover Rover,6,56000,1,1,1,12.7,2159.5,182.25,5,1485000
18820,Maruti Alto,8,32000,1,0,0,23.95,998.0,67.05,5,240000
18821,Maruti Baleno,4,54000,1,0,0,21.4,1197.0,83.1,5,580000
18822,Hyundai i20,9,53000,1,1,0,21.9,1396.0,90.0,5,385000
18824,Mahindra Scorpio,4,110000,0,1,0,15.4,1997.0,120.0,7,800000
18826,Hyundai i10,12,80000,0,0,0,20.36,1197.0,78.9,5,130000
18827,Datsun GO,6,27000,1,0,0,19.44,1198.0,67.0,7,295000
18828,Toyota Fortuner,4,20000,0,1,1,15.04,2159.5,174.5,7,1485000
18829,Toyota Fortuner,3,65000,1,1,1,12.9,2159.5,174.5,7,1485000
18830,Hyundai i20,8,65000,1,1,0,21.9,1396.0,88.76,5,475000
18831,Ford Figo,8,97358,1,1,0,20.0,1399.0,68.05,5,365000
18832,Mahindra Scorpio,8,40000,0,1,0,14.0,2159.5,75.0,8,550000
18834,Maruti Alto,14,60000,0,0,0,19.7,796.0,46.3,5,80000
18836,Maruti Wagon R,3,57000,1,2,0,31.25,998.0,58.33,5,435000
18837,Maruti Baleno,4,43318,1,0,1,19.56,1197.0,81.8,5,750000
18838,Maruti Alto,5,6800,0,0,0,24.7,796.0,47.3,5,300000
18839,Hyundai Creta,4,32000,1,0,1,13.0,1591.0,121.3,5,1125000
18840,Maruti Alto,10,32000,1,0,0,20.92,998.0,67.1,5,200000
18841,BMW 5,10,63000,1,1,1,18.48,1995.0,177.0,5,1485000
18842,Toyota Innova,2,38000,0,1,0,13.68,2159.5,147.8,8,1485000
18843,Hyundai i20,3,32300,0,1,0,21.19,1396.0,88.73,5,800000
18844,Hyundai Verna,3,69000,1,1,0,22.0,1582.0,126.2,5,1200000
18845,Hyundai i20,5,57000,0,1,0,22.54,1396.0,88.73,5,530000
18846,Honda City,5,46000,1,1,0,26.0,1498.0,98.6,5,650000
18847,Maruti Ertiga,4,40000,0,0,1,17.03,1373.0,91.1,7,720000
18848,Hyundai i10,11,70000,0,0,0,20.36,1197.0,78.9,5,300000
18849,Maruti Alto,4,20920,1,0,0,24.7,796.0,47.3,5,310000
18850,Hyundai Elantra,3,40000,1,0,1,14.62,1999.0,149.92,5,1485000
18851,Mahindra XUV500,6,85000,0,1,0,16.0,2159.5,140.0,7,1300000
18852,BMW 3,10,75100,1,1,1,13.2,1995.0,170.0,5,1025000
18853,Hyundai Verna,10,54000,1,0,0,17.1,1591.0,121.3,5,451000
18854,Mahindra XUV500,6,86000,1,1,0,16.0,2159.5,140.0,7,1175000
18855,Renault Duster,7,80000,0,1,0,19.01,1461.0,108.45,5,710000
18856,Hyundai Creta,4,33000,1,0,0,15.8,1591.0,121.3,5,1140000
18858,Hyundai Creta,6,51000,1,1,0,21.38,1396.0,88.7,5,910000
18859,Hyundai Verna,6,31500,0,0,0,17.01,1591.0,121.3,5,600000
18860,Honda Jazz,6,35380,1,1,0,27.3,1498.0,98.6,5,660000
18861,Toyota Innova,8,95000,1,1,0,12.99,2159.5,100.6,8,925000
18862,Volkswagen Polo,6,62000,1,1,0,20.14,1498.0,88.0,5,675000
18865,BMW X1,2,15000,1,1,1,20.68,1995.0,182.25,5,1485000
18866,Honda City,5,27000,0,0,0,17.8,1497.0,117.3,5,650000
18867,Maruti Swift Dzire,8,70000,0,1,0,23.4,1248.0,74.0,5,600000
18869,Maruti Eeco,2,1500,0,0,0,15.37,1196.0,73.0,5,380000
18870,Honda Jazz,5,44480,1,0,1,19.0,1199.0,88.7,5,625000
18871,Honda Amaze,8,57000,1,0,1,18.1,1199.0,88.7,5,425000
18872,Mercedes-Benz E-Class,17,126000,1,1,1,11.0,2159.5,182.25,5,315000
18873,Maruti Celerio,4,20000,0,0,1,23.1,998.0,67.04,5,450000
18874,Honda City,6,90000,0,0,1,18.0,1497.0,117.3,5,750000
18875,Honda City,11,80000,0,0,1,16.8,1497.0,118.0,5,400000
18877,Honda Jazz,6,19567,1,0,0,18.7,1199.0,88.7,5,575000
18879,Maruti Baleno,5,60000,0,0,0,21.4,1197.0,83.1,5,500000
18881,Maruti Celerio,7,39800,1,0,1,23.1,998.0,67.04,5,375000
18882,Hyundai i10,9,58500,1,0,1,16.95,1197.0,78.9,5,325000
18886,Maruti Ignis,3,33000,1,0,0,20.89,1197.0,81.8,5,550000
18887,Tata Nexon,3,12000,1,1,0,21.5,1497.0,108.5,5,821000
18888,Maruti Alto,16,91000,1,0,0,19.7,796.0,46.3,5,125000
18890,Maruti Alto,4,9000,1,0,0,23.95,998.0,67.05,5,335000
18891,Maruti Celerio,7,26000,1,0,1,23.1,998.0,67.04,5,460000
18892,Mercedes-Benz C-Class,6,35000,1,0,1,14.74,1991.0,181.04,5,1485000
18893,Renault KWID,5,40087,1,0,0,23.01,999.0,67.0,5,310000
18894,Renault KWID,3,50000,0,0,0,25.17,799.0,53.3,5,300000
18896,Maruti Ertiga,5,48782,1,1,0,20.77,1248.0,88.8,7,890000
18897,Maruti Vitara,4,70000,0,1,0,24.3,1248.0,88.5,5,680000
18898,Maruti Swift Dzire,1,18000,1,0,0,21.21,1197.0,81.8,5,800000
18900,Ford Figo,6,100000,0,1,0,25.83,1498.0,99.0,5,400000
18901,Maruti Celerio,5,27521,1,0,1,23.1,998.0,67.04,5,455000
